classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
NA	https://www.genome.jp/dbget-bin/www_bget?K03561	K03561	1612896.8400000003	9051.49	20485.83	12928.67	6446.0	5460.67	18312.5	28849.67	16034.16	16391.17	25771.99	21923.99	12613.5	16722.67	33557.17	16962.0	32813.490000000005	21630.670000000002	24601.99	25327.170000000002	4793.01	5113.5	23664.170000000002	6474.84	4261.83	20197.5	20309.170000000002	27894.83	35072.67	26460.67	27830.170000000002	29813.170000000002	16122.17	30498.0	23609.84	30151.66	29657.5	19013.67	35532.83	28339.51	28972.51	29807.670000000002	36939.83	20375.170000000002	8776.17	26476.49	17219.83	20239.01	30638.670000000002	40151.33	37286.33	40304.67	32296.83	30730.170000000002	34873.009999999995	20664.17	31983.16	31283.84	22347.329999999998	6645.0	10183.17	21747.66	26829.329999999998	26048.829999999998	25667.84	32653.66	42112.83	10174.99	33824.33	24947.5
NA	https://www.genome.jp/dbget-bin/www_bget?K03562	K03562	14349.98	259.33	131.32999999999998	142.67000000000002	217.0	170.67000000000002	162.0	54.67	124.0	190.32999999999998	51.33	96.33	160.0	42.67	40.33	39.0	256.33	144.32999999999998	476.33	289.33000000000004	21.67	39.0	46.33	110.0	84.33	223.0	237.32999999999998	56.33	880.3299999999999	403.66999999999996	76.33	129.32999999999998	68.67	550.0	73.0	140.0	271.0	56.67	138.32999999999998	90.67	603.6700000000001	140.32999999999998	408.33000000000004	94.33	111.67	63.33	88.67	274.66999999999996	111.33	109.67	65.67	518.3299999999999	406.33	49.33	703.6700000000001	51.67	653.0	88.0	113.67	105.0	62.67	74.0	558.6700000000001	313.67	85.0	561.0	275.33	78.33	761.67	75.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03563	K03563	150690.52999999997	668.5799999999999	1779.08	1610.7	1933.17	1059.5	818.48	2759.42	801.28	1334.4099999999999	1635.05	2079.83	1004.65	2551.45	3559.2599999999998	1917.3	2521.83	1991.1599999999999	998.33	1201.41	1127.79	1132.28	3029.16	1149.85	741.8299999999999	2771.17	3116.7799999999997	2847.08	2812.48	2838.5	2541.5	4090.91	1589.0	3277.25	1734.25	4867.0	2210.17	2612.82	2477.0299999999997	3028.42	1737.67	6308.25	3080.0	2026.83	717.4200000000001	2535.83	2268.09	1862.2400000000002	4367.08	2570.17	3270.75	2352.83	1569.98	2594.6099999999997	1770.8400000000001	2526.0	2638.87	1591.25	923.4000000000001	1187.62	1484.75	1972.83	1623.5900000000001	1045.1399999999999	1928.53	1506.83	3013.15	1680.98	2263.84	4051.0
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;BCP, PRXQ, DOT5, peroxiredoxin Q/BCP [EC:1.11.1.15]	https://www.genome.jp/dbget-bin/www_bget?K03564	K03564	801925.41	5059.16	9433.83	7309.42	3797.25	3633.92	8973.0	13467.42	9484.58	9344.5	13506.66	9309.91	7136.0	7998.42	15229.0	7595.0	15108.91	10205.0	13596.16	12464.75	4348.09	5346.0	11081.0	7153.17	4549.83	9016.25	10128.0	12289.08	18375.5	12991.17	13521.0	14639.75	8023.42	15884.25	10918.67	16470.08	14989.0	7941.42	17377.58	13484.59	14823.34	14552.75	18678.33	8408.75	4011.17	12576.91	9134.25	10598.84	14548.0	19793.0	17836.0	20525.0	15706.08	14565.0	17732.839999999997	8552.17	15820.08	14679.67	11571.5	4840.0	4808.42	8715.83	14624.5	13323.0	12141.92	17042.08	16172.08	4119.16	19047.0	11797.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03565	K03565	1303808.6099999996	11042.51	12945.15	10636.98	12129.449999999999	9849.35	13578.96	17443.199999999997	16768.71	19176.08	22957.280000000002	21393.61	18598.100000000002	12988.28	21327.26	11992.119999999999	19345.56	13891.78	23322.910000000003	17298.93	12424.01	13995.380000000001	17589.0	18819.620000000003	11399.130000000001	20160.519999999997	21845.53	19203.699999999997	27980.65	19221.5	19424.839999999997	25043.0	13990.35	24524.65	14332.09	28215.730000000003	22062.07	18101.32	24876.710000000003	18658.589999999997	21851.139999999996	20876.92	27047.95	16912.95	5405.74	17196.96	21073.67	21815.589999999997	22534.7	25554.07	25214.46	27639.0	21852.130000000005	21545.63	24941.309999999994	13947.32	25900.100000000002	20196.12	17780.380000000005	18447.97	11127.87	13551.84	24767.969999999998	23271.019999999997	18962.88	22295.260000000002	21476.870000000003	6774.789999999999	28288.969999999998	17002.42
NA	https://www.genome.jp/dbget-bin/www_bget?K03566	K03566	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03567	K03567	6910.98	79.33	131.32999999999998	30.67	99.0	84.67	35.0	54.67	109.0	65.33	51.33	96.33	160.0	42.67	40.33	39.0	235.32999999999998	140.32999999999998	108.33	96.33	21.67	39.0	46.33	110.0	84.33	223.0	237.32999999999998	56.33	213.32999999999998	74.67	72.33	113.33	64.67	120.0	73.0	140.0	70.0	56.67	60.33	90.67	51.67	139.32999999999998	102.33	94.33	53.67	63.33	88.67	27.67	111.33	109.67	65.67	69.33	30.33	49.33	82.67	51.67	135.0	88.0	112.67	104.0	62.67	74.0	325.67	98.67	85.0	174.0	275.33	78.33	366.66999999999996	74.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03568	K03568	19114.979999999996	263.58	220.82999999999998	148.17000000000002	247.5	156.17000000000002	196.5	218.92	133.25	276.33	149.57999999999998	96.33	166.5	98.42	137.07999999999998	47.25	273.08	229.07999999999998	506.83	275.83000000000004	97.17	75.0	122.33	140.75	88.33	199.0	273.58	113.08	984.08	574.4200000000001	119.08	172.32999999999998	79.92	778.25	73.5	208.0	279.0	78.42	290.58	154.17000000000002	717.9200000000001	319.58	414.33000000000004	191.07999999999998	102.92	132.32999999999998	82.42	386.41999999999996	179.07999999999998	374.17	283.41999999999996	582.0799999999999	545.8299999999999	111.83	856.17	403.42	769.75	160.75	95.67	176.5	88.92	72.25	398.92	301.92	151.5	593.75	830.5799999999999	78.08	869.42	101.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03569	K03569	1825614.1099999996	17370.910000000003	16220.92	17224.690000000002	23319.0	16218.08	18269.22	24132.329999999998	23445.690000000002	31212.91	32161.300000000003	33033.66	29591.65	19616.940000000002	31764.67	16448.89	22938.160000000003	16996.41	32155.660000000003	22137.41	23062.879999999997	23728.61	26215.75	27073.269999999997	15938.08	31096.59	32297.36	26721.920000000002	38920.9	26136.329999999998	26035.93	34747.25	20190.079999999998	32808.25	17651.26	38939.58	30257.09	27245.32	32334.940000000002	22818.839999999997	29157.589999999997	33595.59	36721.67	25800.75	6743.51	20989.660000000003	33626.59	32604.489999999998	29305.75	30924.09	32553.07	35552.0	28021.480000000003	28868.36	31698.929999999997	19003.170000000002	35952.119999999995	25088.42	23758.56	32903.79	17247.92	18062.9	34746.59	32880.39	25677.44	27584.49	26749.16	8778.47	36942.09	25596.34
NA	https://www.genome.jp/dbget-bin/www_bget?K03570	K03570	1308897.7600000002	11019.86	12993.550000000001	11407.68	12942.15	9368.699999999999	13680.109999999999	18427.4	15792.310000000001	19569.08	22935.43	21492.31	18273.050000000003	13690.53	22960.26	12261.27	19469.21	13771.73	22220.160000000003	17386.28	12517.560000000001	13051.480000000001	18471.5	15499.970000000001	9316.18	20357.62	20969.78	19625.4	28455.15	19940.0	19918.339999999997	25445.0	14153.45	24472.05	14582.59	28475.88	22535.469999999998	18222.57	25067.81	18765.839999999997	21953.939999999995	23647.17	27611.4	17242.15	5501.89	17296.510000000002	21416.67	21646.94	22882.15	25663.72	25396.510000000002	27950.5	21926.530000000002	21873.48	24494.359999999993	14119.97	25917.0	20192.82	17533.780000000006	18188.320000000003	11057.07	13749.189999999999	24328.019999999997	22995.069999999996	19102.48	22046.860000000004	21844.92	6812.44	26498.519999999997	18502.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03571	K03571	489885.9300000002	6332.18	3154.73	4690.15	9389.62	6279.35	4464.379999999999	4760.37	7529.38	11070.66	9242.699999999999	11569.28	11212.1	5327.95	7025.01	3566.9500000000003	3074.98	3194.6099999999997	10156.33	4325.26	9756.09	9874.630000000001	7061.91	11292.2	6366.13	10213.27	10578.78	6564.78	10565.98	6340.0	5452.25	8615.91	5660.1	8260.9	2768.5	10444.4	7039.32	7642.32	6661.63	4010.67	7676.72	6986.25	8336.7	7968.03	1177.82	3766.38	11716.59	10703.59	6296.53	5220.07	7042.3	7622.83	6301.379999999999	6333.71	7514.14	4509.4	10100.02	4732.7	6074.549999999999	14096.470000000001	5963.95	4052.18	10133.140000000001	9718.69	6614.13	5599.43	4600.700000000001	1740.13	10287.640000000001	5464.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03572	K03572	1286226.8599999996	11038.26	13027.15	10324.48	12112.449999999999	9055.1	13641.21	17556.699999999997	15657.710000000001	18975.08	23018.030000000002	21508.61	17936.350000000002	13028.03	21415.76	12066.369999999999	19422.81	13601.53	21909.160000000003	17332.68	11623.26	12097.380000000001	17687.0	14201.87	8356.880000000001	20261.519999999997	20664.78	19345.699999999997	27912.15	19302.0	19562.839999999997	25327.0	13998.35	24378.65	14527.09	28433.480000000003	22008.07	18246.57	24973.210000000003	18868.839999999997	21857.139999999996	21238.17	26909.2	16966.95	5503.49	17415.71	21149.67	21435.339999999997	22757.95	25654.82	25349.71	27746.0	21878.130000000005	21698.88	24491.559999999994	14029.07	25744.600000000002	20276.62	17478.380000000005	17562.22	11096.37	13724.59	24155.219999999998	23133.269999999997	19144.38	21917.260000000002	21723.620000000003	6859.039999999999	25720.719999999998	17204.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03573	K03573	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Hydrolases;Acting on acid anhydrides;In phosphorus-containing anhydrides;mutT, NUDT15, MTH2, 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	https://www.genome.jp/dbget-bin/www_bget?K03574	K03574	803716.0600000003	8253.21	6191.12	7196.92	12849.77	10342.210000000001	6057.599999999999	9435.68	10896.869999999999	13233.24	12590.62	15012.76	14824.6	8808.57	11331.15	6665.54	7162.86	6648.09	14663.91	7140.54	14841.0	16125.539999999999	11050.83	23029.469999999998	13954.23	15447.31	20026.909999999996	11366.02	16863.75	10487.16	9377.35	15041.58	9354.960000000001	14987.45	5848.76	18177.030000000002	10613.710000000001	14083.42	11690.79	8671.59	11784.24	13752.26	13210.44	11379.6	2653.46	7957.5599999999995	15990.76	15463.81	12500.35	10074.789999999999	13046.3	12477.0	9576.279999999999	10155.54	13208.0	8260.2	14903.79	7731.02	9597.439999999999	19432.559999999998	10258.35	7574.78	14747.66	13349.16	10468.119999999999	10191.869999999999	9724.33	4836.77	19552.660000000003	9512.84
Hydrolases;Glycosylases;Hydrolysing N-glycosyl compounds;mutY, A/G-specific adenine glycosylase [EC:3.2.2.31]	https://www.genome.jp/dbget-bin/www_bget?K03575	K03575	1211346.21	9079.76	12216.98	10247.7	10779.37	8651.85	13258.73	16887.370000000003	15822.51	17828.58	21641.480000000003	20983.36	17683.2	12660.75	21570.08	11499.65	19056.06	13421.78	21632.410000000003	16767.43	9677.56	10769.68	17446.08	12002.27	7814.13	19520.519999999997	19345.0	18271.28	23408.5	18194.0	18797.42	24165.08	12946.35	21149.9	13829.92	27009.980000000003	21539.32	16306.92	23379.18	17487.339999999997	19482.89	22074.42	26319.7	16146.95	5094.57	16078.96	19801.42	20740.359999999997	22084.949999999997	24319.65	22891.380000000005	25068.5	20848.980000000003	20946.43	23176.059999999994	12994.4	23222.15	19657.62	16715.73	15475.52	9858.449999999999	12903.01	22073.219999999998	21796.969999999998	17945.35	20146.260000000002	20511.299999999996	6158.8099999999995	24215.72	17847.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03576	K03576	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03577	K03577	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Hydrolases;Acting on acid anhydrides;Acting on acid anhydrides to facilitate cellular and subcellular movement;hrpA, ATP-dependent helicase HrpA [EC:3.6.4.13]	https://www.genome.jp/dbget-bin/www_bget?K03578	K03578	33998.729999999996	309.08	126.33	480.17	287.0	952.67	142.0	44.67	1251.25	402.33	108.58	67.33	615.75	53.67	9.33	31.0	316.33	490.33	1660.58	337.08000000000004	643.92	1597.0	26.33	3658.0	2327.58	258.0	1385.33	76.33	925.8299999999999	421.66999999999996	31.33	63.33	78.67	777.25	5.0	175.0	414.0	22.67	130.32999999999998	35.67	628.6700000000001	49.33	638.33	143.33	68.17	22.33	197.67	748.67	39.33	125.67	58.67	541.8299999999999	417.33	45.33	1286.67	10.67	794.0	110.0	396.67	877.0	189.67	19.0	1151.67	612.4200000000001	45.0	874.5	125.58	61.33	2963.17	18.0
Hydrolases;Acting on acid anhydrides;Acting on acid anhydrides to facilitate cellular and subcellular movement;hrpB, ATP-dependent helicase HrpB [EC:3.6.4.13]	https://www.genome.jp/dbget-bin/www_bget?K03579	K03579	6910.98	79.33	131.32999999999998	30.67	99.0	84.67	35.0	54.67	109.0	65.33	51.33	96.33	160.0	42.67	40.33	39.0	235.32999999999998	140.32999999999998	108.33	96.33	21.67	39.0	46.33	110.0	84.33	223.0	237.32999999999998	56.33	213.32999999999998	74.67	72.33	113.33	64.67	120.0	73.0	140.0	70.0	56.67	60.33	90.67	51.67	139.32999999999998	102.33	94.33	53.67	63.33	88.67	27.67	111.33	109.67	65.67	69.33	30.33	49.33	82.67	51.67	135.0	88.0	112.67	104.0	62.67	74.0	325.67	98.67	85.0	174.0	275.33	78.33	366.66999999999996	74.0
Hydrolases;Acting on acid anhydrides;Acting on acid anhydrides to facilitate cellular and subcellular movement;hepA, ATP-dependent helicase HepA [EC:3.6.4.-]	https://www.genome.jp/dbget-bin/www_bget?K03580	K03580	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Hydrolases;Acting on ester bonds;Exodeoxyribonucleases producing 5'-phosphomonoesters;recD, exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	https://www.genome.jp/dbget-bin/www_bget?K03581	K03581	950581.5800000002	11239.18	6404.4	8256.31	17352.12	11866.68	9174.039999999999	8624.2	14291.210000000001	20741.99	18180.37	23676.280000000002	21837.100000000002	10533.61	14222.67	8166.12	7694.48	6741.94	18927.33	9298.09	16486.760000000002	16579.46	14293.91	16139.7	9437.130000000001	21269.94	19970.610000000004	13444.949999999999	16692.48	12045.33	11539.59	19456.91	11047.93	14711.4	6355.67	21711.4	14116.99	17797.32	14190.460000000001	9102.67	13445.22	15999.92	16743.370000000003	16333.53	2528.99	8291.880000000001	23187.26	21548.09	14776.53	10258.74	13003.960000000001	13535.33	11784.88	13710.04	13969.31	9617.4	18221.190000000002	9904.7	11476.38	25863.64	11610.949999999999	8826.84	18547.31	18887.86	13105.79	9520.26	9552.039999999999	4185.96	16274.31	12251.17
Hydrolases;Acting on ester bonds;Exodeoxyribonucleases producing 5'-phosphomonoesters;recB, exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	https://www.genome.jp/dbget-bin/www_bget?K03582	K03582	24103.979999999996	34.33	115.33	1081.67	883.0	319.67	75.0	918.67	138.0	588.33	37.33	81.33	184.0	712.67	1582.33	252.0	226.32999999999998	254.32999999999998	95.33	116.33	650.67	573.0	840.33	224.0	149.32999999999998	206.0	204.33	390.33	497.33	699.67	435.33	309.33	153.67	120.0	157.0	274.0	594.0	69.67	156.32999999999998	43.67	87.67	2662.33	772.33	359.33	39.67	23.33	389.67	225.67	242.32999999999998	102.67	146.67	294.33	78.33	315.33	44.67	132.67	163.0	29.0	27.67	564.0	45.67	127.0	195.67000000000002	24.67	124.0	97.0	261.33	41.33	620.67	1422.0
Hydrolases;Acting on ester bonds;Exodeoxyribonucleases producing 5'-phosphomonoesters;recC, exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	https://www.genome.jp/dbget-bin/www_bget?K03583	K03583	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03584	K03584	1311408.6099999996	11116.01	13009.15	10692.98	12229.449999999999	9917.1	13626.21	17558.699999999997	16889.96	19252.08	23004.280000000002	21485.61	18705.100000000002	13032.03	21395.76	12044.369999999999	19537.81	14003.53	23412.410000000003	17411.43	12510.51	14073.380000000001	17667.0	18921.870000000003	11490.130000000001	20407.519999999997	22158.78	19313.699999999997	28212.65	19331.0	19506.839999999997	25183.0	14073.35	24695.9	14418.09	28378.480000000003	22153.07	18178.57	24965.210000000003	18765.839999999997	21933.139999999996	21036.17	27169.2	17025.95	5469.99	17300.71	21223.67	21922.339999999997	22688.95	25687.82	25308.71	27745.5	21888.130000000005	21605.88	25112.559999999994	14014.07	26028.600000000002	20273.62	17901.380000000005	18489.22	11211.37	13652.59	25047.219999999998	23361.019999999997	19036.38	22436.760000000002	21711.870000000003	6847.039999999999	28445.219999999998	17104.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03585	K03585	3273370.73	19640.23	41564.240000000005	25598.01	8735.5	8301.01	40860.75	55963.01	37099.74	36094.75000000001	60866.979999999996	40265.48	29172.25	31365.01	63797.25	32922.0	68385.73	43794.50000000001	53001.479999999996	55860.75	6495.52	7198.75	45171.25000000001	10789.26	7080.24	33524.75	34034.75	47948.740000000005	76706.0	53279.01	56519.75	59359.75	32006.26	63524.0	46829.26	70006.49	65556.75	31794.010000000002	76945.73999999999	57637.270000000004	63687.270000000004	51030.50000000001	80759.24	33239.25	17676.760000000002	53423.229999999996	33926.24999999999	41162.02	62698.5	87928.5	76328.50000000001	90194.5	71049.73999999999	62693.75	75179.02	34912.759999999995	67251.24	66890.26	51053.0	9751.5	16795.260000000002	35670.49	61134.0	58256.75	53553.26	74338.99	72270.73999999999	17068.48	70171.00000000001	47579.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03586	K03586	9317.98	214.32999999999998	112.33	115.67	175.0	124.67	127.0	2.67	26.0	157.32999999999998	37.33	22.33	82.0	17.67	5.33	1.0	95.33	63.33	415.33	203.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	695.3299999999999	329.66999999999996	13.33	29.33	7.67	483.0	3.0	53.0	204.0	4.67	94.33	22.67	557.6700000000001	30.33	314.33000000000004	5.33	63.67	11.33	4.67	252.67	10.33	33.67	6.67	450.33	376.33	11.33	664.6700000000001	7.67	552.0	29.0	27.67	103.0	14.67	3.0	310.67	238.67000000000002	31.0	453.0	69.33	29.33	642.67	7.0
Hydrolases;Acting on peptide bonds (peptidases);Serine-type carboxypeptidases;ftsI, cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	https://www.genome.jp/dbget-bin/www_bget?K03587	K03587	752080.16	4392.66	8834.58	6737.17	2922.5	3196.17	8653.75	12580.17	9083.33	8260.25	12535.41	8606.16	7050.0	7220.17	14346.75	7146.0	14792.41	9800.5	13004.41	12182.0	2930.59	4165.75	10030.25	7380.42	4912.33	8389.25	9465.75	11234.08	17261.5	12439.17	12783.75	13600.75	7398.42	14613.25	10509.92	14985.83	14533.25	7241.17	16111.58	12363.59	13766.09	13504.5	18075.08	7929.75	3758.92	11494.41	8415.75	10071.84	13448.5	18965.0	16373.5	19370.0	14988.58	13771.75	16885.34	7753.42	15043.58	14352.92	11203.0	4047.0	4026.92	8195.33	14246.0	12777.5	11194.42	16324.83	15537.33	3713.16	18159.0	10991.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03588	K03588	1714247.36	15753.51	15217.4	15525.230000000001	20926.699999999997	15641.85	17579.960000000003	21910.45	23819.210000000003	29752.33	30954.530000000002	32072.860000000004	29265.600000000002	17807.78	28564.510000000002	15253.869999999999	21741.31	16257.03	32109.160000000003	21036.18	21872.509999999995	23049.13	24115.25	25844.119999999995	15790.13	29435.019999999997	30706.030000000002	24701.199999999997	34366.65	24375.0	24150.589999999997	32352.0	18862.850000000002	29917.9	16308.34	36346.73	28272.82	24838.82	30466.210000000003	21516.839999999997	27311.389999999996	28744.42	34152.45	23911.95	6327.24	19836.21	31799.17	31602.339999999997	27445.45	29330.32	30129.21	32614.0	26635.630000000005	27107.13	30695.059999999994	17246.32	32867.100000000006	24102.37	23311.880000000005	31205.719999999998	16286.369999999999	16841.09	32604.719999999998	31473.519999999997	24555.38	26241.010000000002	24718.120000000003	7841.039999999999	35891.22	22941.92
